time,open,high,low,close
15687000,683.53,743.36,665.32,734.12
18538200,734.12,772.04,702.83,764.58
21043800,764.58,778.27,741.51,760.68
23635800,760.68,791.07,746.71,755.61
26404200,755.61,797.51,749.52,794.09
28909800,794.09,848.23,787.45,838.92
31588200,838.92,873.84,826.53,868.5
34266600,868.5,898.14,861.99,878.83
36685800,878.83,922.3,873.22,904.37
39364200,904.37,958.12,897.48,941.75
42125400,941.75,948.85,898.61,907.81
44631000,907.81,929.6,866.31,891.14
47223000,891.14,908.81,854.41,858.43
49987800,858.43,917.79,834.92,898.07
52579800,898.07,925.67,877.48,887.19
55171800,887.19,910.56,827.83,839
57853800,839,855.21,790.67,831.34
60445800,831.34,902.47,831.12,890.2
63297000,890.2,923.99,882.75,902.17
65802600,902.17,933.25,894.34,928.13
68308200,928.13,957.03,924.14,940.7
71159400,940.7,977.72,933.62,954.17
73575000,954.17,979.46,917.37,960.72
76253400,960.72,967.72,917.75,929.03
79018200,929.03,955.45,900.06,924.74
81523800,924.74,980.36,922.03,963.73
84202200,963.73,977.35,927.15,953.27
86880600,953.27,964.1,917.07,955.52
89476200,955.52,1029.73,955.3,1018.21
92068200,1018.21,1042.44,996.09,1020.02
94746600,1022.88,1067.2,988.11,999.02
97425000,999.02,1019.94,938.82,955.07
99844200,955.07,985.25,911.12,951.01
102609000,951.01,975.32,907.51,921.43
105111000,921.43,965.16,875.45,901.41
107789400,901.41,935.58,864.46,891.71
110467800,890.2,944.08,863.94,926.4
113059800,924.37,924.37,845.5,887.57
115911000,887.57,964.55,873.34,947.1
118330200,947.1,997.59,937.69,956.58
121012200,956.58,963.8,810.36,822.25
123777000,820.51,861.09,783.56,850.86
126282600,850.86,890.38,816.57,855.55
128957400,855.55,871.4,802.17,860.53
131376600,860.53,904.02,841.76,846.68
134055000,846.68,875.94,818.68,836.75
136647000,836.75,870.38,788.8,802.17
139498200,802.17,865.54,796.46,802.41
141917400,802.41,811.95,751.13,757.43
144595800,757.43,803.43,651.6,678.58
147360600,678.58,686.48,598.8,607.87
149866200,607.87,689.3,573.22,665.52
152548200,665.52,692.82,599.81,618.66
155226600,616.08,619.84,570.01,616.24
157818600,619.13,717.3,619.13,703.69
160669800,703.69,757.35,695.24,739.05
163085400,739.05,796.93,731.46,768.15
165591000,768.15,835.18,736.62,821.34
168183000,821.34,868.58,807.96,832.29
170947800,835.73,884.62,811.23,878.99
173453400,878.99,888.85,819.15,831.51
176131800,831.51,844.02,785.75,835.34
178810200,835.34,849.03,789.66,793.88
181402200,793.88,859.57,780.54,836.04
184257000,836.04,865.79,821.08,860.67
186676200,860.67,866.11,812.81,852.41
189354600,852.41,985.99,848.63,975.28
192119400,975.28,1002.83,946.16,972.61
194538600,972.61,1018.03,964.18,999.45
197217000,999.45,1017.71,963,996.85
199978200,995.83,1015.82,955.84,975.23
202483800,975.23,1012.93,951.7,1002.78
205075800,1002.78,1017.93,974.2,984.64
207840600,984.64,1004.74,954.12,973.74
210432600,973.74,1026.26,971.24,990.19
213024600,990.19,995.6,928.2,964.93
215706600,964.93,971.99,917.89,947.22
218298600,947.22,1006.82,942.24,1004.65
221149800,1004.65,1007.81,944.9,954.37
223655400,954.37,963.76,926.03,936.42
226074600,936.42,971.58,914.15,919.13
228753000,919.55,956.07,909.74,926.9
231427800,931.22,949.46,892.55,898.66
234019800,898.66,934.36,896.46,916.3
236611800,916.3,927.84,878.81,890.07
239290200,890.07,900.03,844.42,861.49
241968600,861.49,879.76,830.3,847.11
244733400,847.11,855.77,792.79,818.35
247242600,816.01,850.05,794.53,829.7
249834600,829.7,835.15,800.42,831.17
252599400,830.47,830.47,759.44,769.92
255191400,769.92,787.42,739.17,742.12
257610600,742.12,777.81,736.75,757.36
260461800,756.67,846.15,747.05,837.32
262877400,837.32,865.64,813.84,840.61
265555800,840.61,879.33,807.95,818.95
268320600,818.95,866.34,800.94,862.27
270826200,862.27,911.21,855.34,876.82
273504600,876.82,917.27,850.92,865.82
276183000,865.82,909.39,782.05,792.45
278778600,805.53,831.69,779.11,799.03
281370600,801.98,829.87,781.01,805.01
284049000,805.01,865.04,798.51,839.22
286727400,839.22,843.99,802.23,808.82
289146600,808.82,876.99,807.26,862.18
291911400,859.93,884.62,847.28,854.9
294413400,854.9,863.22,815.14,822.33
297091800,822.33,853.86,817.74,841.98
299770200,840.61,857,818,846.42
302362200,846.42,893.6,839.08,887.63
305213400,887.63,902.13,857.85,878.58
307632600,877.73,904.86,795.99,815.7
310314600,815.7,838.57,792.24,822.35
313079400,822.35,851.54,814.76,838.74
315585000,838.74,897.88,809.05,875.84
318263400,875.84,918.17,847.27,863.14
320941800,863.14,868.69,729.95,785.75
323447400,785.75,818.52,751.37,817.06
326035800,817.06,866.13,795.81,850.84
328800600,850.84,896.33,840.7,867.92
331306200,867.92,946.94,862.63,935.31
333984600,935.31,972.34,918.52,932.59
336663000,932.59,980.72,918,932.42
339255000,932.42,987.3,911.59,924.48
342109800,924.48,1009.39,924.48,993.34
344529000,991.13,991.13,895.45,963.98
347207400,963.98,1013.14,930.89,947.27
349972200,947.09,980.88,923.89,974.58
352391400,974.58,1021.81,955.7,1003.87
354983400,1003.87,1030.98,981.81,997.75
357571800,997.75,1005.22,956.69,991.75
360250200,991.75,1023.02,972.7,976.88
362842200,976.88,978.98,918.66,952.34
365693400,952.34,961.47,879.09,881.47
368199000,881.47,892.41,807.45,849.98
370791000,849.98,885.84,823.63,852.55
373559400,855.97,892.8,834.57,888.98
376065000,888.98,898.5,862.81,875
378743400,875,887.38,832.56,871.09
381421800,866.34,866.34,802.23,824.39
383841000,824.39,840.66,786.16,822.77
386519400,822.77,871.19,820.48,848.36
389280600,848.36,876.52,815.55,819.55
391786200,819.55,824.3,784.25,811.94
394378200,811.94,843.8,787.39,808.59
397143000,808.59,910.95,769.98,901.31
399735000,901.31,951.16,888.7,896.25
402327000,896.25,1046.08,892.02,991.07
405009000,990.8,1072.01,983.71,1039.28
407601000,1043.22,1074.32,988.59,1046.547
410452200,1048.92,1100.07,1020.23,1075.69
412957800,1076.88,1130.51,1051.78,1112.62
415377000,1113.09,1152.09,1108.55,1129.93
418055400,1129.84,1228.04,1104.68,1226.19
420730200,1226.01,1240.52,1176.86,1200.08
423322200,1200.08,1251.2,1180.89,1221.35
425914200,1221.35,1252.9,1183.79,1199.21
428592600,1199.82,1216.15,1156.45,1216.15
431271000,1215.75,1264.74,1205.28,1233.12
434035800,1232.42,1284.65,1219.82,1225.2
436545000,1225.41,1291.67,1213.21,1276.01
439137000,1275.81,1279.37,1236.38,1258.63
441901800,1257.72,1291.87,1215.45,1220.57
444493800,1220.79,1223.2,1117.88,1154.62
446999400,1154.31,1191.48,1136.1,1164.26
449764200,1165.2,1177.76,1120.39,1170.74
452266200,1170.96,1188.23,1086.85,1104.84
454944600,1105.17,1140.24,1082.05,1132.39
457623000,1132.18,1136.15,1082.16,1115.28
460215000,1115.72,1248.01,1115.39,1224.38
463066200,1224.27,1244.15,1195.01,1206.71
465485400,1206.71,1237.96,1161.44,1207.37
468167400,1207.71,1244.14,1184.19,1188.93
470932200,1189.16,1220.19,1157.46,1211.57
473437800,1210.14,1300.02,1180.99,1286.76
476116200,1285.56,1303.11,1268.88,1284
478535400,1284.01,1305.87,1246.8,1266.78
481213800,1267.01,1287.1,1250.11,1258.05
483802200,1257.95,1316.87,1240.72,1315.41
486653400,1315.19,1336.13,1288.42,1335.23
489072600,1335.34,1367.61,1320.45,1347.44
491751000,1348.9,1356.52,1306,1334.01
494515800,1334.01,1341.4,1289.31,1328.62
497021400,1327.61,1378.14,1319.89,1374.3
499703400,1374.08,1483.03,1372.13,1472.12
502381800,1472.25,1563.76,1453.44,1546.67
504973800,1546.67,1577.29,1497.71,1570.98
507825000,1571.1,1720.53,1568.81,1709.05
510244200,1708.49,1841.24,1671.98,1818.61
512749800,1818.37,1861.91,1718.15,1783.98
515338200,1783.73,1895.2,1751.86,1876.7
518103000,1876.21,1907.6,1823.47,1892.7
520608600,1893.1,1922.7,1741.6,1775.3
523287000,1778.7,1918.6,1730.6,1898.3
525965400,1898.3,1933.4,1733,1767.6
528557400,1792.3,1894.7,1761.3,1877.8
531412200,1884.6,1926.5,1797.1,1914.2
533831400,1888.2,1971.7,1880.5,1896
536509800,1913.1,2214.6,1897.4,2158
539274600,2163.1,2266.5,2134.4,2224
541693800,2215,2399.6,2209.1,2304.7
544285800,2297.4,2428.4,2180.5,2286.4
546874200,2300.7,2380.8,2188.5,2291.6
549552600,2297.2,2466,2260.6,2418.5
552144600,2404,2588.3,2391.3,2572.1
554995800,2565.1,2746.7,2526,2663
557501400,2682,2695.5,2469,2596.3
560093400,2622.9,2662.4,1616.2,1993.5
562861800,1993.2,2027.5,1795.3,1833.6
565367400,1852.1,2019.6,1733.9,1938.8
568045800,1992.7,2075.3,1846,1958.2
570724200,1963,2078.1,1878.2,2071.6
573229800,2068.8,2110.9,1951.3,1988.1
575908200,2004,2121.4,1968,2032.3
578583000,2026.2,2072,1921.6,2031.1
581175000,2044.5,2169.1,2021.3,2141.7
583767000,2134.8,2169.5,2047.3,2128.7
586445400,2128.2,2151.9,1978.7,2031.7
589123800,2008.9,2140.3,1988.4,2112.9
591888600,2094.8,2195.1,2082.3,2148.7
594397800,2153.6,2186,2026.7,2114.5
596989800,2111.1,2193.8,2075.4,2168.6
599754600,2154.5,2350.2,2127.1,2342.3
602346600,2345,2369.3,2232.1,2258.4
604765800,2265,2351.1,2234.5,2293.6
607613400,2298,2433.1,2282.1,2418.8
610032600,2400.7,2521.6,2356.3,2480.2
612711000,2484.7,2545,2412.9,2440.1
615475800,2449.4,2668.3,2431.5,2660.7
617981400,2658.2,2758.7,2626.3,2737.2
620659800,2732.3,2766.9,2646.2,2692.8
623338200,2713.7,2808.1,2548.7,2645
625933800,2641.8,2718.2,2563.1,2706.2
628525800,2712.8,2784.7,2658.7,2753.2
631204200,2748.7,2834,2513.2,2590.5
633882600,2594.1,2674.3,2540.9,2627.2
636301800,2621.4,2775,2607.8,2706.9
639063000,2682.4,2793.4,2627.7,2656.7
641568600,2664.6,2908.2,2651.3,2876.6
644247000,2900.9,2956.9,2821.5,2880.6
646925400,2883.1,3024.2,2833.1,2905.4
649517400,2909.9,2931.1,2459.4,2614.3
652368600,2591.3,2665.3,2367.8,2452.4
654787800,2471.2,2565.3,2344.3,2442.3
657469800,2442.8,2581.1,2415.5,2560.4
660234600,2568.3,2662.6,2534.6,2633.6
662740200,2627.2,2747.2,2448.2,2736.4
665418600,2735.4,2955.2,2697,2882.1
667837800,2862.6,3017.8,2829.2,2913.9
670516200,2902,3030.4,2848.5,2887.9
673104600,2901.5,3044.5,2834.5,3027.5
675955800,3023,3057.5,2883.7,2906.8
678375000,2925.5,3039.6,2897.4,3024.8
681053400,3022.8,3068.6,2836.3,3043.6
683818200,3043.6,3061.1,2963.1,3016.77
686323800,3016.77,3091.01,2925.54,3069.1
689005800,3069.1,3091.91,2869.19,2894.68
691684200,2893.11,3187.84,2839,3168.83
694276200,3168.83,3299.42,3139.09,3223.39
697127400,3223.39,3293.16,3208.18,3267.66
699546600,3266.32,3299.42,3188.73,3235.46
702138600,3235.47,3366.5,3161,3359.12
704727000,3358.45,3420.21,3324.46,3396.88
707405400,3397.39,3422.28,3254.05,3318.52
709997400,3318.52,3402.96,3267.07,3393.78
712848600,3393.78,3399.99,3207.37,3257.35
715354200,3257.35,3376.49,3233.84,3271.66
717946200,3271.66,3280.58,3095.79,3226.28
720714600,3224.66,3308.41,3184.67,3305.16
723220200,3305.16,3352.71,3248.16,3301.11
725898600,3301.11,3320.83,3231.95,3310.03
728577000,3310.03,3456.19,3267.07,3370.81
730996200,3370.81,3482.12,3343.53,3435.11
733674600,3435.11,3481.58,3363.79,3427.55
736435800,3427.55,3565.07,3415.88,3527.43
738941400,3527.15,3569.5,3462.66,3516.08
741533400,3516.08,3583.9,3449.93,3539.47
744298200,3538.08,3663.83,3536.96,3651.25
746890200,3651.25,3655.72,3528.85,3555.12
749482200,3555.12,3708.82,3554,3680.59
752164200,3679.2,3718.04,3600.67,3683.95
754756200,3683.95,3799.64,3683.95,3754.09
757607400,3753.53,3985.67,3743.1,3978.36
760113000,3976.39,3981.73,3826.68,3832.02
762532200,3832.02,3895.94,3559.67,3635.96
765210600,3635.39,3710.25,3520.8,3681.69
767885400,3678.12,3773.1,3623.1,3758.37
770477400,3758.06,3823.39,3610.4,3624.96
773069400,3624.32,3770,3623.02,3764.5
775747800,3762.88,3939.32,3736.66,3913.42
778426200,3913.42,3954.89,3820.31,3843.19
781191000,3842.51,3949.5,3748.31,3908.12
783700200,3908.12,3908.12,3638.97,3739.22
786292200,3739.22,3866.4,3655.11,3834.44
789057000,3834.44,3936.72,3794.4,3843.86
791649000,3841.5,4021.43,3831.41,4011.05
794068200,4009.67,4198.5,3945.69,4157.69
796915800,4157,4328.19,4155.27,4321.27
799335000,4321.27,4465.14,4301.9,4465.14
802013400,4465.14,4592.76,4407.04,4556.1
804778200,4556.1,4746.85,4551.6,4708.47
807283800,4708.47,4754.6,4570.76,4610.56
809962200,4611.96,4816.54,4607.03,4789.08
812640600,4789.08,4816.54,4660.47,4755.48
815236200,4755.48,5143.1,4744.64,5074.5
817828200,5090.8,5266.7,5016.7,5117.1
820506600,5156.9,5433.2,5000.1,5395.3
823185000,5395.3,5693.4,5319.4,5485.6
825690600,5467.6,5755.86,5395.3,5587.14
828369000,5587.14,5737.07,5382.66,5569.08
830957400,5569.08,5833.04,5327.74,5643.18
833808600,5643.18,5770.61,5559.69,5654.63
836227800,5654.63,5769.88,5170.11,5528.91
838906200,5528.91,5761.95,5507.83,5616.21
841671000,5616.21,5938.76,5550.37,5882.17
844176600,5882.17,6162.8,5833.72,6029.38
846858600,6029.38,6606.3,5975.34,6521.7
849537000,6521.7,6623.96,6206.83,6448.27
852129000,6448.27,6953.55,6318.96,6813.09
854980200,6813.09,7112.87,6683.4,6877.74
857399400,6877.74,7158.28,6532.49,6583.48
859905000,6583.48,7081.23,6315.84,7008.99
862493400,7008.99,7430.2,6891.39,7331.04
865258200,7331.04,7868.44,7214.29,7672.79
867763800,7672.79,8328.99,7613.53,8222.61
870442200,8222.61,8340.14,7580.85,7622.42
873120600,7650.99,8078.36,7556.23,7945.26
875712600,7945.26,8218.34,6933.01,7442.08
878567400,7503.48,7934.53,7334.77,7823.13
880986600,7823.62,8209.56,7563.23,7908.25
883665000,7908.25,8072.91,7391.59,7906.5
886429800,7987.46,8616.72,7987.46,8545.72
888849000,8545.72,8997.11,8377.32,8799.81
891441000,8799.81,9213.33,8748.74,9063.37
894029400,9066.61,9261.91,8788.1,8899.95
896707800,8899.95,9104.72,8569.88,8952.02
899299800,8958.99,9367.84,8816.09,8883.29
902151000,8883.29,8886.12,7539.07,7539.07
904656600,7539.07,8182.47,7400.3,7842.62
907248600,7841.33,8659.81,7467.49,8592.1
910017000,8595.7,9380.2,8595.7,9124.28
912522600,9124.28,9334.88,8676.03,9201.26
915201000,9201.26,9647.96,9063.26,9358.83
917879400,9358.83,9611.33,9099.04,9306.58
920298600,9306.58,10085.31,9211.23,9786.16
922977000,9786.16,10961.71,9765.63,10789.04
925738200,11014.69,11130.67,10434.26,10559.74
928243800,10559.74,11003.41,10409.14,10970.8
930835800,10970.8,11252.27,10647.86,10655.15
933600600,10655.15,11365.93,10549.08,10829.28
936192600,10829.28,11142.41,10081.13,10336.95
938784600,10335.69,10790.02,9976.02,10731.76
941466600,10695.61,11112.77,10536.27,10877.81
944058600,10875.44,11568.77,10859.65,11497.12
946909800,11494.71,11750.28,10701.64,10940.53
949415400,10952.32,11118.93,9836.06,10128.31
951921000,10163.99,11234.65,9731.81,10921.92
954768600,10921.92,11425.45,10201.53,10733.91
957187800,10733.91,10971.24,10258.81,10522.33
959866200,10549.74,10863,10335.46,10447.89
962631000,10434.81,10874.63,10393.09,10521.98
965136600,10521.98,11319.06,10516.76,11215.1
967815000,11276.51,11401.19,10567.32,10650.92
970493400,10682.37,10995.41,9654.64,10971.14
973089000,10917.3,11006.5,10292.39,10414.49
975681000,10448.62,10917.68,10299.21,10787.99
978445800,10703.08,11028,10468.04,10887.36
981037800,10892.97,11035.14,10294.01,10495.28
983457000,10440.18,10859.5,9106.54,9878.78
986218200,9877.16,10906.41,9375.72,10734.97
988723800,10734.05,11350.05,10673.22,10911.94
991402200,10913.57,11196.53,10394.72,10502.4
994080600,10504.95,10679.12,10120.89,10522.81
996672600,10527.38,10609.65,9869.14,9949.75
999610200,9946.98,10182.38,8062.34,8847.56
1001943000,8845.97,9598.17,8732.14,9075.14
1004625000,9087.45,9992.79,9014.46,9851.56
1007389800,9848.93,10184.45,9703.9,10021.5
1009981800,10021.71,10300.15,9529.46,9920
1012573800,9923.04,10255.24,9580.32,10106.13
1014993000,10111.04,10673.1,10111.04,10403.94
1017671400,10402.07,10402.07,9811.57,9946.22
1020259800,9944.9,10353.43,9802.23,9925.25
1023111000,9923.94,9986.49,8926.57,9243.26
1025530200,9239.25,9410.38,7532.66,8736.59
1028208600,8732.58,9077.01,8030.82,8663.5
1031059800,8659.27,8726.9,7460.78,7591.93
1033479000,7593.04,8558.63,7197.49,8397.03
1036161000,8395.64,8950.33,8298.68,8896.09
1038839400,8902.95,9043.37,8242.91,8341.63
1041517800,8342.38,8869.29,7917.16,8053.81
1044282600,8053.74,8152.53,7628.99,7891.08
1046701800,7890.24,8522.18,7416.64,7992.13
1049207400,7992.83,8559.77,7979.69,8480.09
1051795800,8478.48,8868.33,8340.23,8850.26
1054560600,8851.45,9352.77,8851.45,8985.44
1057066200,8983.66,9361.4,8871.2,9233.8
1059744600,9232.68,9499.97,8997.11,9415.82
1062509400,9416.67,9686.08,9230.47,9275.06
1065015000,9276.8,9850.01,9276.8,9801.12
1067869800,9802.46,9903.57,9585.5,9782.46
1070289000,9785.35,10462.44,9785.35,10453.92
1073053800,10452.74,10705.18,10367.41,10488.07
1075732200,10487.78,10753.63,10434.67,10583.92
1078151400,10582.25,10695.55,10007.49,10357.7
1080829800,10357.52,10570.81,10219.18,10225.57
1083591000,10227.27,10386.32,9852.19,10188.45
1086096600,10187.18,10487.54,10134.86,10435.48
1088688600,10434,10448.09,9913.92,10139.71
1091453400,10138.45,10211.25,9783.91,10173.92
1094045400,10170.12,10363.36,9977.92,10080.27
1096637400,10082.04,10270.37,9708.4,10027.47
1099319400,10028.73,10602.85,10010.15,10428.02
1101911400,10425.8,10868.07,10418.63,10783.01
1104762600,10783.75,10867.39,10368.61,10489.94
1107268200,10489.72,10853.43,10489.64,10766.23
1109687400,10769.04,10984.46,10396.24,10503.76
1112365800,10504.57,10568.93,10000.46,10192.51
1115040600,10192,10560.81,10075.55,10467.48
1117632600,10462.86,10656.29,10253.49,10274.97
1120224600,10273.59,10717.73,10175.4,10640.91
1122903000,10641.78,10719.41,10349.37,10481.6
1125581400,10481.44,10701.81,10350.96,10568.7
1128346200,10569.5,10608.56,10156.46,10440.07
1130855400,10437.51,10959.79,10388.76,10805.87
1133447400,10806.03,10940.34,10709.42,10717.5
1136298600,10718.3,11047.76,10661.15,10864.86
1138804200,10862.14,11159.18,10737.67,10993.41
1141223400,10993.25,11334.96,10922.73,11109.32
1144071000,11113,11417.66,11039.12,11367.14
1146490200,11367.78,11670.19,11030.47,11168.31
1149168600,11169.03,11285.82,10698.85,11150.22
1151933400,11149.34,11257.08,10683.32,11185.68
1154439000,11184.8,11407.08,11042.64,11381.15
1157117400,11382.75,11741.99,11323.84,11679.07
1159795800,11678.99,12167.02,11653.06,12080.73
1162391400,12080.25,12361,11965.31,12221.93
1164983400,12220.97,12529.88,12089.98,12463.15
1167834600,12459.54,12657.02,12337.37,12621.69
1170340200,12617.2,12795.93,12086.06,12268.63
1172759400,12265.59,12511.05,11939.61,12354.35
1175520600,12354.52,13162.06,12324.28,13062.91
1178026200,13062.75,13673.07,13041.3,13627.64
1180704600,13628.69,13692,13251.53,13408.62
1183383000,13409.6,14021.95,13199.79,13211.99
1185975000,13211.09,13695.82,12517.94,13357.74
1188912600,13358.39,13924.81,13021.93,13895.63
1191245400,13895.71,14198.1,13407.49,13930.01
1193923800,13924.16,13924.16,12724.09,13371.72
1196692200,13368.22,13780.11,13092,13264.82
1199284200,13261.82,13279.54,11634.82,12650.36
1201876200,12638.17,12767.74,12069.47,12266.39
1204554600,12264.36,12622.07,11731.6,12262.89
1207056600,12266.64,13010,12266.47,12820.13
1209648600,12818.34,13136.69,12442.59,12638.32
1212413400,12637.67,12638.08,11287.56,11350.01
1214919000,11344.64,11698.17,10827.71,11378.02
1217597400,11379.89,11867.11,11221.53,11543.55
1220362200,11545.63,11790.17,10365.45,10850.66
1222867800,10847.4,10882.52,7882.51,9325.01
1225722600,9326.04,9653.95,7449.38,8829.04
1228141800,8826.89,9026.41,8118.5,8776.39
1230906600,8772.25,9088.06,7909.03,8000.86
1233585000,8000.62,8315.07,7033.62,7062.93
1236004200,7056.48,7931.33,6469.95,7608.92
1238592600,7606.13,8307.51,7483.87,8168.12
1241184600,8167.41,8591.93,8099.31,8500.33
1243863000,8501.53,8877.93,8259.43,8447
1246455000,8447.53,9246.43,8087.19,9171.61
1249306200,9173.65,9630.2,9116.52,9496.28
1251811800,9492.32,9917.99,9252.93,9712.28
1254403800,9711.6,10119.47,9430.08,9712.73
1257172200,9712.13,10495.61,9678.95,10344.84
1259677800,10343.82,10580.33,10235.63,10428.05
1262615400,10430.69,10729.89,10043.75,10067.33
1265034600,10068.99,10438.55,9835.09,10325.26
1267453800,10326.1,10955.48,10326.1,10856.63
1270128600,10857.31,11258.01,10844.09,11008.61
1272893400,11009.6,11177.67,9774.48,10136.63
1275399000,10133.94,10594.16,9753.84,9774.02
1277991000,9773.27,10584.99,9614.32,10465.94
1280755800,10468.82,10719.94,9936.62,10014.72
1283347800,10016.01,10948.88,10016.01,10788.05
1285939800,10789.72,11247.6,10711.12,11118.49
1288618200,11120.3,11451.53,10929.28,11006.02
1291213800,11007.23,11625,11007.23,11577.51
1294065000,11577.43,12020.52,11573.87,11891.93
1296570600,11892.5,12391.29,11892.5,12226.34
1298989800,12226.49,12383.46,11555.48,12319.73
1301664600,12321.02,12832.83,12093.89,12810.54
1304343000,12810.16,12876,12309.52,12569.79
1306935000,12569.41,12569.49,11862.53,12414.34
1309527000,12412.07,12753.89,12083.45,12143.24
1312205400,12144.22,12282.42,10604.07,11613.53
1314883800,11613.3,11716.84,10597.14,10913.38
1317648600,10912.1,12284.31,10404.49,11955.01
1320154200,11951.53,12187.51,11231.56,12045.68
1322749800,12046.21,12328.47,11735.19,12217.56
1325601000,12221.19,12841.95,12221.19,12632.91
1328106600,12632.76,13055.75,12632.76,12952.07
1330612200,12952.29,13289.08,12734.86,13212.04
1333373400,13211.36,13297.11,12710.56,13213.63
1335879000,13214.16,13338.66,12311.56,12393.45
1338557400,12391.56,12898.94,12035.09,12880.09
1341235800,12879.71,13128.64,12492.25,13008.68
1343827800,13007.47,13330.76,12778.9,13090.84
1346765400,13092.15,13653.24,12977.09,13437.13
1349098200,13437.66,13661.87,13039.86,13096.46
1351776600,13099.19,13290.75,12471.49,13025.58
1354545000,13027.73,13365.86,12883.89,13104.14
1357137000,13104.3,13969.99,13104.3,13860.58
1359729000,13860.58,14149.15,13784.01,14054.49
1362148200,14054.49,14585.1,13937.6,14578.54
1364823000,14578.54,14887.51,14434.43,14839.8
1367415000,14839.8,15542.4,14687.05,15115.57
1370266200,15123.55,15340.09,14551.27,14909.6
1372685400,14911.6,15634.32,14858.93,15499.54
1375363800,15503.85,15658.43,14760.41,14810.31
1378215000,14801.55,15709.58,14777.48,15129.67
1380634200,15132.49,15721,14719.43,15545.75
1383312600,15558.01,16174.51,15522.18,16086.41
1385994600,16087.12,16588.25,15703.79,16576.66
1388673000,16572.17,16573.07,15617.55,15698.85
1391437800,15697.69,16398.95,15340.69,16321.71
1393857000,16321.71,16505.7,16046.99,16457.66
1396359000,16458.05,16631.63,16015.32,16580.84
1398951000,16580.26,16735.51,16341.3,16717.17
1401715800,16716.85,16978.02,16673.65,16826.6
1404221400,16828.53,17151.56,16563.3,16563.3
1406899800,16561.7,17153.8,16333.78,17098.45
1409664600,17097.42,17350.64,16934.43,17042.9
1412170200,17040.46,17395.54,15855.12,17390.52
1415025000,17390.9,17894.83,17278.36,17828.24
1417444200,17827.27,18103.45,17067.59,17823.07
1420209000,17823.07,17951.78,17136.3,17164.95
1422887400,17169.99,18244.38,17037.76,18132.7
1425306600,18134.05,18288.63,17579.27,17776.12
1427895000,17778.52,18175.56,17585.01,17840.52
1430487000,17859.27,18351.36,17733.12,18010.68
1433165400,18017.82,18188.81,17576.5,17619.51
1435757400,17638.12,18137.12,17399.17,17689.86
1438608600,17696.74,17704.76,15370.33,16528.03
1441114200,16528.03,16933.43,15942.37,16284.7
1443706200,16278.62,17799.96,16013.66,17663.54
1446474600,17672.62,17977.85,17210.43,17719.92
1448980200,17719.72,17901.58,17116.73,17425.03
1451917800,17405.48,17405.48,15450.56,16466.3
1454337000,16453.63,16795.98,15503.01,16516.5
1456842600,16545.67,17790.11,16545.67,17685.09
1459517400,17661.74,18167.63,17484.23,17773.64
1462195800,17783.78,17934.61,17331.07,17787.2
1464787800,17754.55,18016,17063.08,17929.99
1467379800,17924.24,18622.01,17713.45,18432.24
1470058200,18434.5,18668.44,18247.79,18400.88
1472736600,18396.57,18551.54,17992.21,18308.15
1475501400,18279.6,18399.96,17959.95,18142.42
1478007000,18158.24,19225.29,17883.56,19123.58
1480602600,19149.2,19987.63,19138.79,19762.6
1483453800,19872.86,20125.58,19677.94,19864.09
1485959400,19923.81,20851.33,19831.09,20812.24
1488378600,20957.29,21169.11,20412.8,20663.22
1491226200,20665.17,21070.9,20379.55,20940.51
1493645400,20962.73,21112.32,20553.45,21008.65
1496323800,21030.55,21535.03,20994.22,21349.63
1499088600,21392.3,21929.8,21279.3,21891.12
1501594200,21961.42,22179.11,21600.34,21948.1
1504272600,21981.77,22419.51,21709.63,22405.09
1506951000,22423.47,23485.25,22416,23377.24
1509543000,23442.9,24327.82,23242.75,24272.35
1512138600,24305.4,24876.07,23921.9,24719.22
1514903400,24809.35,26616.71,24741.7,26149.39
1517495400,26083.04,26306.7,23360.29,25029.2
1519914600,25024.04,25449.15,23509.06,24103.11
1522675800,24076.6,24858.97,23344.52,24163.15
1525181400,24117.29,25086.49,23531.31,24415.84
1527859800,24542.09,25402.83,23997.21,24271.41
1530538200,24161.53,25587.24,24077.56,25415.19
1533130200,25461.63,26167.94,24965.77,25964.82
1536067800,25916.07,26769.16,25754.32,26458.31
1538400600,26598.36,26951.81,24122.23,25115.76
1541079000,25142.08,26277.82,24268.74,25538.46
1543847400,25779.57,25980.21,21712.53,23327.46
1546439400,23058.61,25109.62,22638.41,24999.67
1549031400,25025.31,26241.42,24883.04,25916
1551450600,26019.67,26155.98,25208,25928.68
1554125400,26075.1,26695.96,26062.59,26592.91
1556717400,26639.06,26689.39,24809.51,24815.04
1559568600,24830.16,26907.37,24680.57,26599.96
1561987800,26805.86,27398.68,26616.21,26864.27
1564666200,26879.86,27175.59,25339.6,26403.28
1567517400,26198.26,27306.73,25978.22,26916.83
1569936600,26962.54,27204.36,25743.46,27046.23
1572615000,27142.95,28174.97,27142.95,28051.41
1575297000,28109.74,28701.66,27325.13,28538.44
1577975400,28638.97,29373.62,28169.53,28256.03
1580740200,28319.65,29568.57,24681.01,25409.36
1583159400,25590.51,27102.34,18213.65,21917.16
1585747800,21227.38,24764.77,20735.02,24345.72
1588339800,24120.78,25758.79,22789.62,25383.11
1591018200,25342.99,27580.21,24843.18,25812.88
1593610200,25879.38,27071.33,25523.51,26428.32
